NestID,EggLetter,YEAR,TYPE,FEMID,MALEID,CLTCHSIZ,SAMDOY,LAYDOY,AGEATSAM,ESTORD,KNOWNORD,MASS,LENGTH,WIDTH,VOLUME,YOLKMAS,ALBMAS,SHELMAS,MEANSTR,KIT,NOTESLP,NOTESPE,SampleID,Carot_conc_ugml,Carot_ug_g,Carot_ug_yolk,T_concentration,Yolk_sample_mass,Tng_yolkg,Tng_yolkmg,YolkTug,FDOY,AGE,ECTO,BMASS,TARSUS,CONDIT,MEANYAS,h.theta.fem,h.phi.fem,r.vec.fem,lum.fem,fem.scaled.mass,h.theta.egg,h.phi.egg,r.vec.egg,r.max.egg,r.achieved.egg,lum.egg,THICKNESS
SR03,C,2009,EXP,878,,5,113,113,0,3,3,6.86,2.7845,2.233,7.046670484,1.101,4.935,0.57,,LP,clean,,SR03_3_N,5.054,96.268,105.991,,,,,,115,6,0,102.27,39.5,0.6330507,4,0.30483288,-0.996641117,0.249768122,0.260925891,96.35193471,2.454175892,-1.227445915,0.140608632,0.265496484,0.529606381,0.250293037,0.11
SU02,B,2008,EXP,49272,,4,123,119.5,3.5,1,,6.5,3.0995,2.078,6.745486284,1.603,3.289,0.707,203.5,LP,may have lost a trace more than usual albumen on fingers...adjust through calc?,228 4th sample = crack,SU02_B_N,3.392,67.838,108.744,3.12,0.5,4.6755,0.0046755,7.4948265,123,6,0,85.9,39,0.92889476,3.5,0.346534153,-0.931080301,0.25911014,0.240543758,82.91193976,2.555043694,-1.18221176,0.150572249,0.270139942,0.557386101,0.265023915,0.11
SU07,A,2008,EXP,49274,49276,4,120,116,4,1,,6.64,2.986,2.2165,7.393597615,1.59,3.975,0.931,218,PE,slightly addled - didn’t separate cleanly,196 4th measurements,SU07_A_N,1.595,30.373,,,,,,,124,6,0,85.6,37,-1.0565204,3.5,0.329569636,-0.844145062,0.28449901,0.21144121,91.31395518,2.22019828,-1.303771898,0.142268089,0.259185453,0.548904608,0.334492055,0.11
SU07,B,2008,EXP,49274,49276,4,120,118,2,3,,6.8,3.124,2.1495,7.274722987,1.588,4.207,0.706,179.5,PE,clean separation,"190,  154 5th measurement",SU07_B_N,2.622,49.936,79.298,7.48,0.5,11.226,0.011226,17.826888,124,6,0,85.6,37,-1.0565204,3.5,0.329569636,-0.844145062,0.28449901,0.21144121,91.31395518,2.175725608,-1.308619074,0.14444003,0.258845271,0.558016876,0.350504384,0.11
SU17,C,2008,EXP,802,,4,143,139.5,3.5,1.5,,6.12,2.7805,2.1305,6.3608699,1.717,3.013,0.557,216,LP,2 stage.  trace alb in yolk and trace yolk in alb,,,,,,,,,,,143,5,10,92.7,40.7,2.2983059,3,0.31512383,-0.935766871,0.261153913,0.214518697,82.50818276,2.454095311,-1.230810044,0.150817297,0.26517905,0.5687376,0.233162017,0.11
SU18,A,2008,EXP,644,,4,138,136.5,1.5,2.5,,6.06,2.876,2.2705,7.472439898,1.297,3.745,0.685,235.5,LP,"a looked more advanced than b, but couldn’t differentiate from c",,SU18_A_N,2.568,51.351,66.603,6.86,0.49,10.08567,0.01008567,13.08111399,142,6,0,80.8,36.9,-0.9231636,5.5,0.330390792,-0.884175881,0.276891021,0.22716275,86.63790268,2.326448904,-1.233235163,0.147966576,0.264952549,0.558464438,0.187698772,0.11
SU18,D,2008,EXP,644,,4,138,136.5,1.5,1,,6.02,2.8075,2.2495,7.160152899,1.244,3.885,0.632,212,LP,d looked more advanced than c and was the most advanced,"214, 1st 2 have unique puncture pattern",SU18_D_N,3.122,59.459,73.968,10.1,0.51,15.45759,0.01545759,19.22924196,142,6,0,80.8,36.9,-0.9231636,5.5,0.330390792,-0.884175881,0.276891021,0.22716275,86.63790268,2.400863786,-1.192679065,0.15939592,0.269001938,0.592545619,0.20628027,0.11
AE04,B,2008,CONT,638,637,4,125,121,4,1.5,,6.01,3.077,1.988,6.129016532,1.903,2.77,0.817,192.75,PE,too advanced for clean separation,A cracked not frozen,,,,,,,,,,137,1,0,80.8,37.7,-0.1231636,2.5,0.348497201,-0.928887469,0.261356069,0.260959748,83.17818905,2.360040832,-1.256726605,0.147775698,0.262857909,0.562188514,0.313972096,0.12
AE07,A,2008,EXP,645,,4,138,135,3,1,1,6.07,2.8185,2.065,6.057433954,1.487,3.834,0.55,215,PE,,"1st and 3 hole punch, 216",AE07_1_N,3.338,66.757,99.267,4.81,0.49,7.07217,0.00707217,10.51631679,143,5,0,87.8,40.4,2.23652434,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.340445784,-1.29028267,0.138058459,0.260169138,0.53064887,0.317351213,0.12
AE07,C,2008,EXP,645,,4,138,136.5,1.5,2.5,,6.76,2.974,2.16,6.993249178,1.596,4.259,0.599,208.5,PE,,"2nd one hole punch, 164",AE07_C_N,2.946,58.919,94.035,10.92,0.5,16.374,0.016374,26.132904,143,5,0,87.8,40.4,2.23652434,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.344751799,-1.258664338,0.148569615,0.26269306,0.565563535,0.288020594,0.12
AE12,D,2008,CONT,629,,4,153,147,6,4,,,2.9105,2.01,5.926390369,,,,,PE,Frozen but most of white missing,broken before spec so may not be valid,,,,,,,,,,135,1,0,77.5,36.7,-0.9627308,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.118237653,-1.314365044,0.138176232,0.25845102,0.53463218,0.273761676,0.12
DA03,D,2009,EXP,882,,4,119,118,1,3.5,,6.16,3.13,2.066,6.733416957,1.098,3.999,0.589,,LP,clean - as 1B,,DA03_2B_A,3.324,66.486,73.002,,,,,,121,5,1,85.71,37.7,-0.3618682,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.472369743,-1.188539842,0.156168124,0.269447278,0.579586943,0.208868412,0.12
EM04,A,2009,EXP,883,,4,112,112,0,3.5,,5.72,2.945,2.447,8.887585143,1.192,3.772,0.509,,LP,clean,,EM04_A_N,5.446,103.732,123.649,,,,,,121,6,0,82.3,38.7,0.80391239,5,,,,,80.61125211,2.35236839,-1.266988332,0.150037652,0.261998421,0.572666246,0.25525254,0.12
EM04,B,2009,EXP,883,,4,112,111,1,1.5,,5.6,2.8415,2.2715,7.389306469,1.146,3.148,0.67,,LP,clean -  v. smal trace yolk on kimwipe,,EM04_B_A,3.622,80.48,92.231,,,,,,121,6,0,82.3,38.7,0.80391239,5,,,,,80.61125211,2.446684455,-1.246761619,0.145466118,0.263724622,0.551583377,0.265594047,0.12
EM26,C,2009,EXP,895,,3,142,137,5,3,3,7.25,3.091,2.1805,7.406989407,1.259,4.144,0.641,,LP,"tiiny trace yolk in alb. lost trace alb. During sep Shell whole_ clean separation given stage, but a bit advanced.",,EM26_3_N,3.878,77.568,112.783,,,,,,139,6,0,93.6,39.2,0.7545515,4.5,0.279348418,-0.975456328,0.253462631,0.194937066,89.47031919,2.419511632,-1.225514391,0.153631227,0.265680442,0.578255689,0.233764608,0.12
FC15,A,2008,STD,,,3,151,147,4,1,1,6.18,2.899,2.0555,6.173247853,1.226,3.85,0.5454,212,PE,,,,,,,,,,,,,,,,,,,,,,,,2.407104618,-1.252738055,0.144271833,0.263200996,0.54814319,0.301841959,0.12
FC16,A,2008,CONT,668,,3,153,147,6,1,,6.78,2.8715,2.144,6.652561822,,,,,PE,,,,,,,,,,,,153,1,0,82.6,37.4,-0.5106724,4.5,0.324784958,-0.89612928,0.265089346,0.284718746,86.33177465,2.312109138,-1.278920011,0.140288517,0.261040539,0.537420424,0.344172133,0.12
FC18,A,2008,EXP,602,700,4,147,144,3,2,,6.81,2.9275,2.1465,6.798126251,1.462,4.066,0.733,199.33,PE,cracked -trace yolk in albumen,frozen then thawed,FC18_1A_N,5.081,101.622,148.571,,,,,,119,6,0,83.8,39,1.03098837,5,,,,,80.88498896,2.472367552,-1.269246373,0.143078592,0.261813743,0.54649,0.285340015,0.12
FC18,C,2008,EXP,602,700,4,147,146,1,4,,6.82,2.9765,2.174,7.090151299,1.416,3.975,0.667,228.33,PE,cracked in fridge,frozen then thawed,FC18_3_N,2.581,51.622,73.096,25.88,0.5,38.8125,0.0388125,54.9585,119,6,0,83.8,39,1.03098837,5,,,,,80.88498896,2.373138708,-1.279339216,0.142159113,0.261007688,0.544654889,0.317462792,0.12
FC21,D,2008,EXP,822,726,4,155,153,2,4,,6.48,2.7675,2.1295,6.32518824,1.362,4.328,0.485,204,PE,stage = 1,,FC21_D_N,4.068,81.351,110.801,3.23,0.5,4.8435,0.0048435,,158,1,0,80.8,40.1,2.2768364,3,0.331085078,-1.002255946,0.247275531,0.200635872,73.97478611,2.289151656,-1.324096592,0.12660051,0.257805409,0.491070031,0.361511988,0.12
LP06,B,2008,EXP,49280,,4,128,125.5,2.5,2.5,,7.41,3.163,2.257,8.120688401,1.075,2.145,0.619,,LP,c - cracked at collection frozen TRANSFER DATA,FROZEN early,,,,,,,,,,128,6,5,90.5,38.3,0.00526112,3.5,0.254555243,-0.901574679,0.270212923,0.222461895,90.41022998,2.554223201,-1.16208893,0.167189931,0.272439388,0.613677532,0.255622584,0.12
LR06,A,2009,EXP,880,,4,113,113,0,1,1,7.23,3.1865,2.312,8.584601083,1.264,1.058,0.592,,LP,"clean - alb not complete, some spilled out, yolk broke_ maybe lost 0.1g max, not bad",,LR06_1_N,3.635,69.241,87.52,4.31,0.49,6.33717,0.00633717,8.01018288,115,6,0,94.4,37.8,-0.6843413,3,0.281580965,-0.939914126,0.258077911,0.26225733,96.6905966,2.251948939,-1.288398959,0.144800682,0.260310874,0.556260594,0.216597779,0.12
LR07,A,2009,STD,,,4,112,110,2,1,1,6.7,2.975,2.3505,8.283960465,1.313,4.482,0.67,,LP,clean,,LR07_1_A,4.608,87.773,115.247,,,,,,,,,,,,,,,,,,2.39666945,-1.264060621,0.140396559,0.262240248,0.535373805,0.299782,0.12
LR11,A,2009,STD,,,4,117,114,3,1,1,6.54,3.1655,2.186,7.623829402,1.457,3.678,0.496,,LP,clean,,LR11_1_N,2.932,55.856,81.382,7.36,0.5,11.04,0.01104,16.08528,,,,,,,,,,,,,2.4354321,-1.224607978,0.149173853,0.265767199,0.5612952,0.194915354,0.12
LR26,B,2009,EXP,889,,4,129,127,2,2,2,6.72,3.021,2.1,6.71459544,1.417,1.825,1.145,,LP,clean. Lost alb.  Yolk hard but ok.,,LR26_2_N,1.595,31.892,,,,,,,132,5,1,85.1,39.2,1.16778756,4,0.326199669,-0.979110167,0.247788667,0.257779248,81.34534362,2.443528976,-1.202877863,0.154470607,0.267930429,0.576532525,0.20481383,0.12
LR30,A,2009,EXP,894,,3,133,131,2,1,1,6.18,2.7445,2.0935,6.062331797,1.274,2.833,1.022,,LP,clean. Lost trace yolk_Lost alb (cracked..all)shell weights off,,LR30_1_N,4.892,93.179,,,,,,,138,1,0,90.2,38.2,-0.0801541,2,0.298472201,-0.986304199,0.247988266,0.157680896,90.55924921,2.306912113,-1.293902141,0.128221371,0.259899815,0.493349221,0.239362777,0.12
LR31,B,2009,EXP,49278,,4,133,132,1,2,2,7,3.0715,2.109,6.885479912,1.511,3.949,0.613,,LP,CLEAN. YOLK BROKE MAYBE TINY TINY TRACE ALB IN YOLK,,LR31_2_N,2.311,46.216,70.11,,,,,,,,,,,,,,,,,,2.415731701,-1.237571638,0.144046549,0.264552367,0.544491626,0.21987795,0.12
MC02,B,2008,EXP1,49287,,4,129,126.5,2.5,1.5,,6.98,3.0625,2.1945,7.433233991,1.312,4.634,0.613,177.33,LP,,,MC02_B_N,2.486,47.362,62.138,3.02,0.47,4.26384,0.00426384,5.59415808,135,6,0,90.5,38.6,0.30526112,4.5,0.334976244,-0.857441531,0.28641415,0.166492829,89.07982714,2.504415473,-1.211239136,0.157371865,0.267078973,0.589233449,0.24550282,0.12
PE12,A,2008,EXP,601,613,4,119,117.5,1.5,3.5,,6.66,2.9515,2.141,6.818779685,1.47,3.999,0.802,215.67,PE,,,PE12_A_N,4.351,87.027,127.93,5.63,0.53,8.94534,0.00894534,,119,6,0,84,37,-0.9787348,2.5,0.283220981,-0.941312702,0.256958379,0.195819884,89.60715228,2.424359084,-1.216065851,0.154528859,0.266598378,0.579631653,0.306898366,0.12
PE12,C,2008,EXP,601,613,4,119,115.5,3.5,1.5,,6.27,2.8365,2.046,5.984454689,,,0.657,218,PE,slightly addled - couldn't separate yolk and alb,,,,,,,,,,,119,6,0,84,37,-0.9787348,2.5,0.283220981,-0.941312702,0.256958379,0.195819884,89.60715228,2.389370456,-1.226910731,0.148655365,0.26554733,0.559807416,0.312021744,0.12
PE17,A,2008,CONT,609,,3,125,123,2,3,3,5.34,3.259,2.3175,8.821742615,,,0.586,,PE,,addled,,,,,,,,,,126,5,0,85.6,37.9,-0.1565204,3,0.318579186,-0.891785609,0.275809328,0.197234676,87.23804631,2.373448597,-1.238253055,0.154809203,0.264490046,0.585312019,0.263615305,0.12
PE27,A,2008,EXP,634,,4,130,123,7,1.5,,6.56,3.0985,2.135,7.118324722,1.372,4.165,0.593,211.33,PE,stage = 1,,PE27_A_N,4.757,95.135,130.525,5.12,0.51,7.8336,0.0078336,,,,,,,,,,,,,,2.204751742,-1.304964796,0.140933254,0.259101086,0.543931546,0.321618112,0.12
PE51,B,2008,,,,3,162,158,4,2,,7.06,2.9765,2.095,6.584222188,,,0.595,164,PE,addled,,,,,,,,,,,,,,,,,,,,,,,2.204016697,-1.299416968,0.136778859,0.259497057,0.52709214,0.340363074,0.12
SR01,D,2009,EXP,879,,4,113,112,1,4,4,5.62,,,5.947985256,1.08,3.478,0.525,,LP,clean but yolk broke - bit irrigation?,,SR01_4_A,2.757,58.037,62.68,4.41,0.48,6.3504,0.0063504,6.858432,115,6,1,86.6,37.5,-0.6051364,4,0.277974517,-0.93666287,0.258434106,0.224158506,90.05444388,2.373214279,-1.300090276,0.138317522,0.25944851,0.533121282,0.267894105,0.12
SU07,C,2008,EXP,49274,49276,4,120,118,2,4,,5.85,3.133,2.0215,6.45265466,1.007,3.61,0.86,195,PE,clean separation,,SU07_C_N,1.216,24.324,24.495,2.2,0.5,3.297,0.003297,3.320079,124,6,0,85.6,37,-1.0565204,3.5,0.329569636,-0.844145062,0.28449901,0.21144121,91.31395518,2.120782536,-1.315916346,0.140402316,0.258346247,0.543465671,0.341709307,0.12
SU07,D,2008,EXP,49274,49276,4,120,118,2,2,,6.14,3.186,2.0655,6.850569971,1.578,3.393,0.77,190.75,PE,clean separation,132 4th sample is invalid,SU07_D_N,1.162,23.243,36.678,,,,,,124,6,0,85.6,37,-1.0565204,3.5,0.329569636,-0.844145062,0.28449901,0.21144121,91.31395518,2.025132699,-1.334811769,0.136693628,0.257126354,0.531620451,0.341541637,0.12
SU13,A,2008,EXP,625,,3,134,130.5,3.5,2,2,6.45,2.795,2.0705,6.481615304,1.984,3.342,0.526,228,PE,might be trace of mixing b/w alb. and yolk,,SU13_A_N,1.716,34.324,,,,,,,134,6,0,82.8,35.7,-2.2203956,5,0.319953274,-0.802552955,0.301817285,0.218861976,94.53821357,2.351558782,-1.257235062,0.150594019,0.262814538,0.573004906,0.310404476,0.12
SU13,C,2008,EXP,625,,3,134,132,2,3,3,6.29,2.8165,2.0845,5.958914877,1.271,3.983,0.776,224.5,PE,,,SU13_C_N,2.946,56.113,71.32,4.15,0.5,6.2175,0.0062175,,134,6,0,82.8,35.7,-2.2203956,5,0.319953274,-0.802552955,0.301817285,0.218861976,94.53821357,2.402603737,-1.225390486,0.156848512,0.265692286,0.590338975,0.293598659,0.12
SU17,D,2008,EXP,802,,4,143,139.5,3.5,1.5,,6.31,2.9185,2.145,6.767758097,1.728,3.323,0.653,204,LP,2 stage.  trace alb in yolk and trace yolk in alb,,,,,,,,,,,143,5,10,92.7,40.7,2.2983059,3,0.31512383,-0.935766871,0.261153913,0.214518697,82.50818276,2.487861813,-1.166287168,0.174844721,0.271947322,0.64293599,0.18216317,0.12
AE05A,D,2008,CONT,629,,4,132,131,1,3.5,,6.3,3.0425,2.134,6.98312721,,,,,PE,,,,,,,,,,,,135,1,0,77.5,36.7,-0.9627308,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.276903664,-1.263486905,0.142591786,0.262287953,0.543645961,0.329063412,0.13
LP02,C,2008,EXP,49268,,4,120,118.5,1.5,3.5,,6.67,2.984,2.1495,6.948711074,,,,,LP,"component weights may be off, lost a bit in recovery",done in field + first attempt = not ideal,,,,,,,,,,,,,,,,,,,,,,2.383671819,-1.270065327,0.139218513,0.261747158,0.531881661,0.303557149,0.13
LP06,A,2008,EXP,49280,,4,128,124,4,1,,7.33,3.2685,2.155,7.650213839,4.2,1.984,0.709,208,LP,b cracked in fridge (not frozen) -lost fluid - slight fungus growth attached to yolk - separation not clean- managed to salvage small sample of pure yolk,cracked and moldy,,,,,,,,,,128,6,5,90.5,38.3,0.00526112,3.5,0.254555243,-0.901574679,0.270212923,0.222461895,90.41022998,2.566130627,-1.124301456,0.18035209,0.277172256,0.650685941,0.195404494,0.13
LP29,C,2008,CONT,49261,19406,3,155,150.5,4.5,2.5,,6.18,3.012,2.482,9.351667528,,,,,LP,,,,,,,,,,,,,,,,,,,,,,,,2.522244391,-1.178330083,0.159683877,0.270571962,0.590171559,0.214103288,0.13
LR06,B,2009,EXP,880,,4,113,113,0,2,2,7.17,3.203,2.216,7.927330909,1.247,4.793,0.732,,LP,clean,,LR06_2_N,3.257,62.033,77.356,8.08,0.51,12.35475,0.01235475,15.40637325,115,6,0,94.4,37.8,-0.6843413,3,0.281580965,-0.939914126,0.258077911,0.26225733,96.6905966,2.30362406,-1.262920666,0.147939196,0.262335138,0.563932066,0.20817379,0.13
LR26,A,2009,EXP,889,,4,129,126,3,1,1,6.47,2.9215,2.073,6.327541923,1.32,3.064,1.13,,LP,clean. Lost alb.  Yolk hard but ok.,,LR26_1_N,1.486,29.73,,,,,,,132,5,1,85.1,39.2,1.16778756,4,0.326199669,-0.979110167,0.247788667,0.257779248,81.34534362,2.429282119,-1.217243868,0.147370334,0.266482287,0.553021125,0.210096809,0.13
LR26,C,2009,EXP,889,,4,129,128,1,3,3,6.61,2.8735,2.122,6.521274736,1.712,1.378,0.847,,LP,clean. Lost alb.  Yolk hard but ok.,,LR26_3_N,1.568,30.587,,,,,,,132,5,1,85.1,39.2,1.16778756,4,0.326199669,-0.979110167,0.247788667,0.257779248,81.34534362,2.3347591,-1.261372274,0.146224759,0.262464681,0.557121661,0.226191734,0.13
PE12,B,2008,EXP,601,613,4,119,117.5,1.5,3.5,,6.39,2.8545,2.1025,6.359640886,1.522,3.879,0.576,210.33,PE,,,PE12_B_N,3.973,75.676,115.178,3.72,0.51,5.69619,0.00569619,,119,6,0,84,37,-0.9787348,2.5,0.283220981,-0.941312702,0.256958379,0.195819884,89.60715228,2.377497335,-1.239047512,0.149143061,0.264417578,0.564043668,0.314943402,0.13
PE16,A,2008,EXP,49273,,4,124,120,4,1,1,6.69,3.1025,2.1505,7.23138061,1.059,4.216,0.624,232.67,LP,,,PE16_1_N,3.784,75.676,80.141,,,,,,124,6,0,89.7,36.8,-1.4558461,4.5,0.339333518,-0.957671428,0.254038895,0.286442132,96.67813254,2.548481406,-1.159428189,0.16866854,0.272754664,0.618389208,0.240068943,0.13
PE29,A,2008,EXP,618,,4,130,127,3,3,,7.45,3.097,2.1715,7.360230396,1.658,3.968,0.692,197,PE,,,,,,,,,,,,130,5,0,89.2,37.1,-1.1315381,3.5,0.35612322,-0.887303821,0.269243624,0.22736128,94.66753991,2.339505476,-1.239706042,0.153545009,0.264357666,0.580822985,0.321796557,0.13
PE29,B,2008,EXP,618,,4,130,125.5,4.5,1.5,,6.85,3.2045,2.0705,6.923748468,2.417,2.905,0.635,222.5,PE,,,,,,,,,,,,130,5,0,89.2,37.1,-1.1315381,3.5,0.35612322,-0.887303821,0.269243624,0.22736128,94.66753991,2.230593806,-1.300363969,0.142275764,0.259428815,0.548419279,0.389088965,0.13
PE45,B,2008,CONT,607,,3,146,141,5,1.5,,7.05,2.833,2.1955,6.88246472,,,,,PE,addled,,,,,,,,,,,124,1,0,98.2,38.1,-0.5690821,5,0.331509845,-0.865834007,0.278154787,0.22468325,99.08335403,2.436892116,-1.206840738,0.152392169,0.267523869,0.569639523,0.265340998,0.13
SR01,C,2009,EXP,879,,4,112,112,0,1,,5.53,2.778,2.026,7.378904489,1.078,3.405,0.56,,LP,clean - bit irrigation?,,SR01_C_N,5.486,115.505,124.514,5.56,0.51,8.5068,0.0085068,9.1703304,115,6,1,86.6,37.5,-0.6051364,4,0.277974517,-0.93666287,0.258434106,0.224158506,90.05444388,2.497569955,-1.213272154,0.143640676,0.266875577,0.538230878,0.228952871,0.13
EM08,D,2009,EXP,881,,4,118,118,0,4,4,5.95,2.958,2.2935,7.841988391,1.07,3.7,0.78,,LP,clean,,EM08_4_N,5.446,108.919,116.543,21.92,0.52,34.19208,0.03419208,36.5855256,120,5,1,97.47,39.1,0.46640754,2,0.220232564,-0.95279244,0.259469865,0.156363576,93.62283595,2.532330434,-1.187502493,0.155437842,0.269559842,0.576635752,0.239167532,0.14
LP02,B,2008,EXP,49268,,4,120,118.5,1.5,3.5,,6.85,3.0525,2.164,7.20444818,,,,,LP,"component weights may be off, lost a bit in recovery",done in field + first attempt = not ideal,,,,,,,,,,,,,,,,,,,,,,2.37056899,-1.286738567,0.135242786,0.260436703,0.519292344,0.32248925,0.14
EM18,D,2009,STD,,,4,121,121,0,4,4,7.19,3.068,2.2395,7.755111124,1.494,,0.702,,LP,,,EM18_4_N,3.081,61.622,92.063,,,,,,,,,,,,,,,,,,2.456324184,-1.196859069,0.160080689,0.268558363,0.596074116,0.203826019,0.15
FC22,B,2008,CONT,645,719,2,162,157,5,2,2,7.06,2.9225,2.218,7.246163681,,,,,PE,,,,,,,,,,,,143,5,0,87.8,40.4,2.23652434,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.172735666,-1.31313367,0.139908841,0.258534689,0.541160807,0.340964517,0.15
PE21,D,2008,CONT,606,,4,123,122.5,0.5,4,,5.54,2.5275,1.9665,4.926172349,0.958,2.019,1.779,167,PE,small crack,,PE21_D_N,3.149,59.974,57.455,,,,,,123,1,2,95.8,40.3,1.74759628,3,0.321243288,-0.817067764,0.28606158,0.110270951,86.88255555,2.41618517,-1.243476177,0.144963656,0.264017387,0.549068596,0.301667256,0.15